codigo;nombre_cruce;tramo;sentido;desde;hasta;latitud;longitud
2023_804;Tunel C. PEDRO RICO;Monforte de Lemos-Arzobispo Morcillo;Arzobispo Morcillo;16/02/2023;22/02/2023;40.479.130;-3.690.160
2023_805; C. PEÑARANDA DE BRACAMONTE;Villamayor de Santiago-Fresno de Cantespino;Fresno de Cantespino;22/02/2023;28/02/2023;40.373.980;-3.605.190
2023_806; C. PEÑARANDA DE BRACAMONTE;Villamayor de Santiago-Fresno de Cantespino;Villamayor de Santiago;23/02/2023;01/03/2023;40.374.010;-3.605.170
2023_809; C. PICO DE LOS ARTILLEROS;Plaza Corr. Licenciado Antonio de Mena-Mario Cabre;Plaza Corr. Licenciado Antonio de Mena;24/05/2023;30/05/2023;40.406.660;-3.639.480
2023_810; C. PICO DE LOS ARTILLEROS;Plaza Corr. Licenciado Antonio de Mena-Mario Cabre;Mario Cabre;24/05/2023;30/05/2023;40.406.660;-3.639.480
2023_811; C. PICO DE LOS ARTILLEROS;Plaza Corregidor Conde Maceda Taboada-Encomienda de Palacios;Encomienda de Palacios;24/05/2023;30/05/2023;40.402.130;-3.643.220
2023_812; C. PICO DE LOS ARTILLEROS;Plaza Corregidor Conde Maceda Taboada-Encomienda de Palacios;Plaza Corregidor Conde Maceda Taboada;24/05/2023;30/05/2023;40.402.130;-3.643.220
2023_814; C. PIO FELIPE;Jose Paulete-Benjamin Palencia;Benjamin Palencia;18/04/2023;24/04/2023;40.394.830;-3.652.290
2023_815; C. PIO FELIPE;Jose Paulete-Benjamin Palencia;La Albufera;18/04/2023;24/04/2023;40.394.830;-3.652.290
2023_816;Av. PIO XII;Jerez - Comandante Franco;C Jerez;28/02/2023;06/03/2023;40.465.277;-3.675.609
2023_817;Av. PIO XII;Jerez - Comandante Franco;Av. Comandante Franco;28/02/2023;06/03/2023;40.402.127;-3.734.129
2023_818;AVDA PIO XII;ENTRE BAMBU Y LA HIEDRA;LA HIEDRA;15/09/2023;21/09/2023;40.473.627;-3.677.689
2023_819;AVDA PIO XII;ENTRE BAMBU Y LA HIEDRA;BAMBU;15/09/2023;21/09/2023;40.473.609;-3.678.352
2023_820; C Pirotecnia;Gran V¡a del Este-Calle Ahumaos;Calle Ahumaos;03/03/2023;09/03/2023;40.398.150;-3.598.370
2023_821; C Pirotecnia;Gran V¡a del Este-Calle Ahumaos;Gran V¡a del Este;03/03/2023;09/03/2023;40.398.150;-3.598.370
2023_822;Pº PLATA Y CASTAÑAR;ENTRE PRINCESA JUANA DE AUSTRIA (A-42) Y VERDE VIENTO;VERDE VIENTO;15/09/2023;21/09/2023;40.352.109;-3.718.832
2023_823;Pº PLATA Y CASTAÑAR;ENTRE PRINCESA JUANA DE AUSTRIA (A-42) Y VERDE VIENTO;PRINCESA JUANA DE AUSTRIA (A-42);10/09/2023;16/09/2023;40.351.999;-3.718.258
2023_824; C. PLEYADES;Estudio-Arcos de la Frontera;Arcos de la Frontera;03/02/2023;09/02/2023;40.460.000;-3.784.000
2023_825; C. PLEYADES;Estudio-Arcos de la Frontera;Estudio;03/02/2023;09/02/2023;40.460.000;-3.784.000
2023_832; C. POBLADURA DEL VALLE;Ajofrin-Amposta;Ajofrin;07/06/2023;13/06/2023;40.424.360;-3.621.260
2023_833; C. POBLADURA DEL VALLE;Ajofrin-Amposta;Amposta;07/06/2023;13/06/2023;40.424.360;-3.621.260
2023_834; C. POBLADURA DEL VALLE;Alconera-Avenida de Hellin;Avenida de Hellin;07/06/2023;13/06/2023;40.427.410;-3.616.650
2023_835; C. POBLADURA DEL VALLE;Alconera-Avenida de Hellin;Alconera;07/06/2023;13/06/2023;40.427.410;-3.616.650
2023_836;Poeta Joan Maragall;Francisco Gervas-Rosario Pino;Rosario Pino;01/03/2023;07/03/2023;40.461.090;-3.692.020
2023_837;Poeta Joan Margall;Pedro Teixeira-General Yagüe;General Yagüe;03/03/2023;09/03/2023;40.455.220;-3.692.480
2023_838; Av. POETA MIGUEL HERNANDEZ;Andaluces-Leon Felipe;Andaluces;11/04/2023;17/04/2023;40.387.650;-3.635.300
2023_839; Av. POETA MIGUEL HERNANDEZ;Andaluces-Leon Felipe;Leon Felipe;10/04/2023;16/04/2023;40.387.650;-3.635.300
2023_840; Av. POETA MIGUEL HERNANDEZ;Torremolinos-Asturianos;Torremolinos;10/03/2023;16/03/2023;40.381.880;-3.640.900
2023_841; Av. POETA MIGUEL HERNANDEZ;Torremolinos-Asturianos;Asturianos;10/03/2023;16/03/2023;40.381.880;-3.640.900
2023_845;C. CAMINO DEL POZO DEL TIO RAIMUNDO;Luis I-Viridiana;Viridiana;17/02/2023;24/02/2023;40.373.580;-3.650.680
2023_846; C. CAMINO DEL POZO DEL TIO RAIMUNDO;Luis I-Viridiana;Viridiana;17/02/2023;24/02/2023;40.373.580;-3.650.680
2023_861; C. PUERTO DE BALBARAN;Candilejas-El Graduado;Candilejas;15/02/2023;22/02/2023;40.379.600;-3.664.910
2023_862; C. PUERTO DE BALBARAN;Manuel Laguna-Candilejas;Manuel Laguna;18/09/2023;24/09/2023;40.380.520;-3.666.350
2023_863; C. PUERTO DE CANFRANC;Francisco Iglesias-Camino Valderribas;Francisco Iglesias;26/05/2023;01/06/2023;40.398.690;-3.662.210
2023_864; C. PUERTO DE CANFRANC;Francisco Iglesias-Camino Valderribas;Camino Valderribas;26/05/2023;01/06/2023;40.398.690;-3.662.210
2023_877; C. RAMIREZ DE PRADO;General Lacy-Vara del Rey;Vara del Rey;09/02/2023;16/02/2023;40.399.650;-3.690.860
2023_878;C. RAMIRO DE MAEZTU;Don Ramon Menendez Pidal - Avenida Moreras;Avenida Moreras;21/03/2023;27/03/2023;40.448.661;-3.720.945
2023_879; C. RAMON GOMEZ DE LA SERNA;Ramon Camarero-Alejandro Casona;Ramon Camarero;31/01/2023;06/02/2023;40.483.150;-3.729.290
2023_880;C. RAMON GOMEZ DE LA SERNA;Ramon Camarero - Alejandro Casona;Alejandro Casona;02/02/2023;08/02/2023;40.483.150;-3.729.290
2023_881; C. RAMON GOMEZ DE LA SERNA;Maria Isidra-Eusebio Isidro;Maria Isidra;27/01/2023;02/02/2023;40.481.920;-3.723.070
2023_887; C. RAMIREZ DE PRADO;General Lacy-Vara del Rey;Vara del Rey;18/09/2023;24/09/2023;40.399.650;-3.690.860
2023_888;Av. REAL DE PINTO;La Plata-Asfalto;La Plata;25/01/2023;01/09/2023;40.348.310;-3.706.290
2023_889;Av. REAL DE PINTO;La Plata-Asfalto;Asfalto;18/09/2023;24/09/2023;40.348.310;-3.706.290
2023_890;AV. REAL DE PINTO;Domingo Parraga - Lozares (Gta);Lozares (Gta);18/01/2023;24/01/2023;40.341.999;-3.706.912
2023_895;C. RESINA, LA;Andalucia - San Dalmacio;Andalucia;20/01/2023;26/01/2023;40.336.090;-3.693.130
2023_896;C. RESINA, LA;Andalucia - San Dalmacio;San Dalmacio;20/01/2023;26/01/2023;40.336.180;-3.693.280
2023_903; C. RICARDO ORTIZ;San Marcelo-San Emilio;San Maximiliano;13/06/2023;19/06/2023;40.426.540;-3.658.010
2023_904; C. RICARDO ORTIZ;San Marcelo-San Emilio;San Marcelo;13/06/2023;19/06/2023;40.426.540;-3.658.010
2023_906; C. RIVAS;Avenida Gran Via del Este-Boyer;Avenida Gran Via del Este;02/03/2023;08/03/2023;40.403.220;-3.594.450
2023_907; C. RIVAS;Avenida Gran Via del Este-Boyer;Boyer;02/03/2023;08/03/2023;40.403.060;-3.594.360
2023_908;RIVAS;ENTRE PIROTECNIA Y VICALVARO A RIVAS DEL JARAMA (CRTA);VICALVARO A RIVAS DEL JARAMA (CRTA);14/09/2023;20/09/2023;40.392.975;-3.578.209
2023_909;RIVAS;ENTRE PIROTECNIA Y VICALVARO A RIVAS DEL JARAMA (CRTA);PIROTECNIA;14/09/2023;20/09/2023;40.393.081;-3.577.925
2023_918;AV. ROSALES, LOS;Zafiro - A-4;A-4;25/01/2023;31/01/2023;40.348.429;-3.674.919
2023_919;AV. ROSALES, LOS M-301;M-40 - Carretera Villaverde Vallecas;Carretera Villaverde Vallecas;25/01/2023;31/01/2023;40.360.520;-3.682.850
2023_920;AV. ROSALES, LOS M-301;M-40 - Carretera Villaverde Vallecas;M-40;25/01/2023;31/01/2023;40.360.640;-3.682.880
2023_923; C. CUESTA DEL SAGRADO CORAZON;Arturo Soria-Caidos de la Division Azul;Arturo Soria;28/02/2023;06/03/2023;40.466.620;-3.669.700
2023_924; C. CUESTA DEL SAGRADO CORAZON;Arturo Soria-Caidos de la Division Azul;Caidos de la Division Azul;28/02/2023;06/03/2023;40.466.600;-3.669.730
2023_925;CSTA SAGRADO CORAZON;ENTRE ARTURO SORIA Y M-30;M-30;15/09/2023;21/09/2023;40.467.014;-3.666.896
2023_926;CSTA SAGRADO CORAZON;ENTRE ARTURO SORIA Y M-30;ARTURO SORIA;15/09/2023;21/09/2023;40.466.586;-3.667.577
2023_927; C. SAMANIEGO;Nanclares-Campezo;Campezo;05/09/2023;11/09/2023;40.444.060;-3.582.030
2023_928; C. SAMANIEGO;Nanclares-Campezo;Nanclares;05/09/2023;11/09/2023;40.444.090;-3.582.070
2023_933;C. SAN DALMACIO;Andalucia - San Norberto;Andalucia;21/01/2023;27/01/2023;40.343.550;-3.695.300
2023_934;C. SAN DALMACIO;Andalucia - San Norberto;San Norberto;21/01/2023;27/01/2023;40.343.550;-3.695.300
2023_935;AV. SAN DIEGO;Carlos Martin Alvarez - Puerto De La Bonaigua;Carlos Martin Alvarez;13/04/2023;19/04/2023;40.385.298;-3.666.321
2023_949;C. SAN NORBERTO;San Tarsicio - San Eustaquio;San Eustaquio;18/01/2023;24/01/2023;40.339.670;-3.703.820
2023_950;C. SAN NORBERTO;San Tarsicio-San Eustaquio;San Tarsicio;18/01/2023;25/01/2023;40.339.670;-3.703.820
2023_955;#¿NOMBRE?;Narcis Monturiol-Fermín Caballero;Fermín Caballero;26/01/2023;01/02/2023;40.485.633;-3.700.020
2023_957; Av. SANTA EUGENIA;Fuenteespina-Poza de la Sal;Fuenteespina;24/02/2023;02/03/2023;40.378.510;-3.608.460
2023_958; Av. SANTA EUGENIA;Fuenteespina-Poza de la Sal;Poza de la Sal;24/02/2023;02/03/2023;40.378.510;-3.608.460
2023_959; C. SANTA PRISCA;Avenida Marques de Corbera-Avenida Daroca;Avenida Marques de Corbera;13/06/2023;19/06/2023;40.427.330;-3.648.770
2023_960; C. SANTA PRISCA;Avenida Marques de Corbera-Avenida Daroca;Avenida Daroca;13/06/2023;19/06/2023;40.427.080;-3.648.790
2023_961; C. SANTIAGO DE COMPOSTELA;Glorieta de las Reales Academias-Pintor Francisco Llorents;Pintor Francisco Llorents;26/01/2023;01/02/2023;40.482.183;-3.706.433
2023_962; Av. SANTO ANGEL DE LA GUARDA;Sánchez Preciados-Aguilafuente;Sánchez Preciados;07/03/2023;13/03/2023;40.460.983;-3.712.283
2023_963;#¿NOMBRE?;Sánchez Preciados-Aguilafuente;Aguilafuente;07/03/2023;13/03/2023;40.460.983;-3.712.283
2023_964;AVDA DE NICETO ALCALA ZAMORA;ENTRE SAUCEDA Y MARIA DE PORTUGAL;MARIA DE PORTUGAL;13/09/2023;19/09/2023;40.502.476;-3.662.042
2023_966;AVDA DE NICETO ALCALA ZAMORA;LATERAL ENTRE SAUCEDA Y ACCESO A-1;ACCESO A-1;13/09/2023;19/09/2023;40.502.393;-3.662.050
2023_967;AVDA DE NICETO ALCALA ZAMORA;LATERAL ENTRE SAUCEDA Y ACCESO A-1;SAUCEDA;13/09/2023;19/09/2023;40.502.317;-3.661.112
2023_968;C. SANTUARIO;Evangelios-Hijas de Jesus;Evangelios;02/02/2023;09/02/2023;40.383.980;-3.699.880
2023_969;C. SANTUARIO;Evangelios-Hijas de Jesus;Hijas de Jesus;18/09/2023;24/09/2023;40.383.980;-3.699.880
2023_993; C. SIERRA DE GUADALUPE;Jesus del Pino-Pico Espigete;Siera Gador;09/03/2023;15/03/2023;40.381.090;-3.623.460
2023_994; C. SIERRA DEL CADI;Arroyo del Olivar-Avenida de La Albufera;Avenida de La Albufera;18/04/2023;24/04/2023;40.393.280;-3.660.350
2023_995; C. SIERRA DEL CADI;Arroyo del Olivar-Avenida de La Albufera;Arroyo del Olivar;18/04/2023;24/04/2023;40.393.280;-3.660.350
2023_996; C. SIERRA TOLEDANA;Sierra Elvira-El Bosco;Sierra Elvira;30/05/2023;05/06/2023;40.405.000;-3.659.040
2023_997; C. SIERRA TOLEDANA;Sierra Elvira-El Bosco;El Bosco;30/05/2023;05/06/2023;40.405.000;-3.659.040
2023_1002;Tunel C. SINESIO DELGADO;Glorieta Piedrafita del Cebrero-Tunel;Tunel;24/02/2023;02/03/2023;40.466.680;-3.715.690
2023_1003;Tunel C. SINESIO DELGADO;Glorieta Piedrafita del Cebrero-Tunel;Piedrafita del Cebrero (Gt¦.);24/02/2023;02/03/2023;40.466.510;-3.715.760
2023_1004;Lateral C. SINESIO DELGADO;Piedrafita del Cebrero (Gt¦.)-Tunel;Tunel;24/02/2023;02/03/2023;40.466.670;-3.715.690
2023_1005;Lateral C. SINESIO DELGADO;Piedrafita del Cebrero (Gt¦.)-Tunel;Piedrafita del Cebrero (Gt¦.);24/02/2023;02/03/2023;40.466.510;-3.715.760
2023_1006;Tunel C. SINESIO DELGADO;Las Magnolias-Finisterre;Finisterre;21/02/2023;27/02/2023;40.474.570;-3.691.330
2023_1007;Tunel C. SINESIO DELGADO;Las Magnolias-Finisterre;Las Magnolias;21/02/2023;27/02/2023;40.474.570;-3.691.330
2023_1008;Lateral C. SINESIO DELGADO;Las Magnolias-Finisterre;Las Magnolias;21/02/2023;27/02/2023;40.474.400;-3.691.250
2023_1009;Lateral C. SINESIO DELGADO;Las Magnolias-Finisterre;Finisterre;21/02/2023;27/02/2023;40.474.570;-3.691.330
2023_1010; C. SINESIO DELGADO;Paseo de la CAstellana-Las Magnolias;Paseo de la CAstellana;16/02/2023;22/02/2023;40.474.170;-3.688.080
2023_1013; C. SOFIA;Estocolmo-Oslo;Estocolmo;17/05/2023;23/05/2023;40.424.870;-3.600.610
2023_1014;SOFIA;ENTRE ESTOCOLMO Y OSLO;OSLO;14/09/2023;20/09/2023;40.424.781;-3.600.438
2023_1015; C. SOR ANGELA DE LA CRUZ;Plaza de Cuzco-Poeta Joan Margall;Plaza de Cuzco;03/03/2023;09/03/2023;40.458.850;-3.691.420
2023_1016; C. SOR ANGELA DE LA CRUZ;Plaza de Cuzco-Poeta Joan Margall;Poeta Joan Margall;03/03/2023;09/03/2023;40.458.850;-3.691.380
2023_1017 ; C. SUECIA;Belgica-Manchester;Belgica;08/06/2023;14/06/2023;40.429.240;-3.605.160
2023_1018; C. SUECIA;Belgica-Manchester;Manchester;08/06/2023;14/06/2023;40.429.258;-3.604.991
2023_1023;RDA. SUR, EL;Cooperativa Electrica - Las Glorietas (Av);Las Glorietas (Av);17/02/2023;23/02/2023;40.374.664;-3.661.770
2023_1024;RDA. SUR, EL;Cooperativa Electrica - Las Glorietas (Av);Cooperativa Electrica;17/02/2023;23/02/2023;40.374.634;-3.661.708
2023_1025;Avd.TALGO;Cerro de Valdecahonde-Golondrina;Cerro de Valdecahonde;08/02/2023;14/02/2023;40.447.524;-3.787.598
2023_1026;Avd.TALGO;Golondrina-Avd. del Talgo;Golondrina;08/02/2023;14/02/2023;40.447.162;-3.784.410
2023_1027; C. TAMPICO;Tumaco-Plaza Barbados;Tumaco;05/09/2023;11/09/2023;40.444.630;-3.635.350
2023_1028; C. TAMPICO;Tumaco-Plaza Barbados;Plaza Barbados;05/09/2023;11/09/2023;40.444.720;-3.635.510
2023_1031;C. TIMOTEO PEREZ RUBIO;Entrevias - Lagartera;Entrevias;16/02/2023;22/02/2023;40.385.887;-3.674.236
2023_1032;C. TIMOTEO PEREZ RUBIO;Entrevias - Lagartera;Lagartera;16/02/2023;22/02/2023;40.385.930;-3.674.330
2023_1038; C. TORRELAGUNA;Condesa de Venadito-Emilio Vargas;Condesa de Venadito;23/06/2023;29/06/2023;40.445.830;-3.655.680
2023_1039; C. TORRELAGUNA;Condesa de Venadito-Emilio Vargas;Emilio Vargas;23/06/2023;29/06/2023;40.445.830;-3.656.280
2023_1042;Av. de las Trece Rosas;SANTA GENOVA-SANTA IRENE;SANTA GENOVA;06/06/2023;12/06/2023;40.420.880;-3.648.530
2023_1043;Av. de las Trece Rosas;SANTA GENOVA-SANTA IRENE;SANTA IRENE;06/06/2023;12/06/2023;40.420.880;-3.648.530
2023_1046;#¿NOMBRE?;Avenida de Betanzos-Ginzo de Limia;Ginzo de Limia;09/02/2023;15/02/2023;40.480.767;-3.709.130
2023_1047; Av. VALDEMARIN;La Salle-Camino de la Zarzuela;La Salle;02/02/2023;08/02/2023;40.467.760;-3.787.280
2023_1048; Av. VALDEMARIN;La Salle-Camino de la Zarzuela;Camino de la Zarzuela;02/02/2023;08/02/2023;40.467.760;-3.787.280
2023_1049; C. CAMINO VALDERRIBAS;Lopez Grass-Puerto Canfranc;Puerto Canfranc;26/05/2023;01/06/2023;40.398.950;-3.660.200
2023_1050; C. CAMINO VALDERRIBAS;Lopez Grass-Puerto Canfranc;Lopez Grass;26/05/2023;01/06/2023;40.398.950;-3.660.200
2023_1051; Avenida VALLE DE MENA (Avenida);Buitrago Lozoya (calle) -Camino de Ganapanes;Buitrago Lozoya (calle) ;14/02/2023;20/02/2023;40.470.161;-3.716.210
2023_1052; Av. VALLE DE MENA (Avenida);Buitrago Lozoya (calle) -Camino de Ganapanes;Camino de Ganapanes;14/02/2023;20/02/2023;40.470.161;-3.716.212
2023_1053;Calle Valle de Mena (LATERAL);BUITRAGO DEL LOZOYA-CAMINO DE GANAPANES;BUITRAGO DEL LOZOYA;14/02/2023;20/02/2023;40.470.269;-3.715.849
2023_1054; Avenida VALLE DE MENA (Avenida) LATERAL;Buitrago Lozoya (calle) -Camino de Ganapanes;Camino de Ganapanes;14/02/2023;20/02/2023;40.469.949;-3.716.350
2023_1057;C. VALLE DE PINARES LLANOS;Pena Del Aguila - Mirador De La Reina;Mirador De La Reina;26/01/2023;01/02/2023;40.485.417;-3.726.283
2023_1058;C. VALLE DE PINARES LLANOS;Pena Del Aguila - Mirador De La Reina;Pena Del Aguila;26/01/2023;01/02/2023;40.485.417;-3.726.283
2023_1059;C. VALLE DE TOBALINA;Ciudad De Frías - Bascunuelos;Ciudad De Frías;18/01/2023;24/01/2023;40.340.886;-3.711.347
2023_1068;  VEINTICINCO DE SEPTIEMBRE;Alcala-Glorieta Ricardo Velazquez Bosco;Glorieta Ricardo Velazquez Bosco;21/06/2023;27/06/2023;40.444.280;-3.624.960
2023_1069; Av. VEINTICINCO DE SEPTIEMBRE;Alcala-Glorieta Ricardo Velazquez Bosco;Alcala;21/06/2023;27/06/2023;40.444.280;-3.624.960
2023_1072; Pte. VENTAS;M-30-Daroca (Av);Daroca (Av);14/06/2023;20/06/2023;40.431.558;-3.659.865
2023_1073; Pte. VENTAS;M-30-Daroca (Av);M-30;14/06/2023;20/06/2023;40.431.510;-3.659.710
2023_1074; Av. VENTISQUERO DE LA CONDESA (TUNEL);Avenida Cardenal Herrera Oria-Valle Pillares Llanos;Avenida Cardenal Herrera Oria;25/01/2023;31/01/2023;40.485.017;-3.716.483
2023_1075; Av. VENTISQUERO DE LA CONDESA (TUNEL);Avenida Cardenal Herrera Oria-Valle Pillares Llanos;Valle Pillares Llanos;25/01/2023;31/01/2023;40.485.300;-3.716.367
2023_1076;#¿NOMBRE?;Avenida Cardenal Herrera Oria-Valle Pinares Llanos;Avenida Cardenal Herrera Oria;25/01/2023;31/01/2023;40.485.017;-3.716.480
2023_1077;#¿NOMBRE?;Avenida Cardenal Herrera Oria-Valle Pinares Llanos;Valle Pinares Llanos;25/01/2023;31/01/2023;40.485.300;-3.716.370
2023_1081;VIA DE DUBLIN;ENTRE GTA SINTRA Y AVDA PARTENON;AVDA PARTENON;15/09/2023;21/09/2023;40.468.075;-3.612.197
2023_1082;VIA DE DUBLIN;ENTRE GTA SINTRA Y AVDA PARTENON;GTA SINTRA;15/09/2023;21/09/2023;40.466.238;-3.611.542
2023_1084;CTRA. DE VICALVARO A LA ESTACION DE O DONNELL;FRANCISCA DE TORRES CATALAN-ABAD JUAN CATALAN;FRANCISCA DE TORRES CATALAN;19/09/2023;25/09/2023;40.404.212;-3.592.031
2023_1092;CMO VIEJO DE VICALVARO;M-40-Plaza Alosno;M40;21/04/2023;27/04/2023;40.365.550;-3.687.750
2023_1093; C§ VIEJO DE VICALVARO;Plaza Alosno-Calahorra;Calahorra;21/04/2023;27/04/2023;40.405.170;-3.615.970
2023_1094; C§ VIEJO DE VICALVARO;Plaza Alosno-Calahorra;Plaza Alosno;21/04/2023;27/04/2023;40.405.150;-3.615.980
2023_1095;Lateral C. VILLAAMIL;Camino del Chorrillo-Valle de Mena;Camino del Chorrillo;23/02/2023;01/03/2023;40.466.830;-3.711.850
2023_1096;Tunel C. VILLAAMIL;Camino del Chorrillo-Valle de Mena;Camino del Chorrillo;23/02/2023;01/03/2023;40.466.920;-3.711.680
2023_1097;Tunel C. VILLAAMIL;Camino del Chorrillo-Valle de Mena;Valle de Mena;23/02/2023;01/03/2023;40.466.920;-3.711.680
2023_1098;Lateral C. VILLAAMIL;Camino del Chorrillo-Valle de Mena;Valle de Mena;23/02/2023;01/03/2023;40.467.090;-3.711.480
2023_1099; C. VILLAAMIL;Ofelia Nieto-Isla de la Gomera;Ofelia Nieto;07/03/2023;13/03/2023;40.461.530;-3.708.280
2023_1100; C. VILLAAMIL;Ofelia Nieto-Isla de la Gomera;Isla de la Gomera;07/03/2023;13/03/2023;40.461.530;-3.708.280
2023_1101; C. VILLALOBOS;Fuengirola-Los Aragoneses;Los Aragoneses;11/04/2023;17/04/2023;40.382.270;-3.646.510
2023_1102; C. VILLALOBOS;Fuengirola-Los Aragoneses;Fuengirola;10/04/2023;16/04/2023;40.382.270;-3.646.510
2023_1103;C. VILLALONSO;Potes - Puebla De Sanabria;Puebla De Sanabria;27/01/2023;02/02/2023;40.349.350;-3.712.400
2023_1104; C. VILLALONSO;Potes-Puebla de Sanabria;Potes;26/01/2023;02/02/2023;40.349.350;-3.712.400
2023_1107;CTRA. VILLAVERDE A VALLECAS M-602;Villafuerte - Villarrosa;Villafuerte;25/01/2023;31/01/2023;40.353.440;-3.689.830
2023_1108;CTRA. VILLAVERDE A VALLECAS M-602;Villafuerte - Villarrosa;Villarrosa;25/01/2023;31/01/2023;40.353.430;-3.689.890
2023_1109; C. VIRGEN DE LORETO;Plaza Jose Banus-Virgen del Portillo;Virgen del Portillo;14/06/2023;20/06/2023;40.434.830;-3.655.800
2023_1110; C. VIRGEN DE LORETO;Plaza Jose Banus-Virgen del Portillo;Plaza Jose Banus;14/06/2023;20/06/2023;40.434.830;-3.655.800
2023_1111; C. VIRGEN DEL PORTILLO, LA;Jose del Hierro-Virgen del Sagrario;Virgen del Sagrario;23/06/2023;29/06/2023;40.438.200;-3.649.230
2023_1118; C. YECORA;Nanclares de Oca-Arcaute;Nanclares de Oca;06/09/2023;12/09/2023;40.444.510;-3.575.120
2023_1119; C. YECORA;Nanclares de Oca-Arcaute;Arcaute;06/09/2023;12/09/2023;40.444.510;-3.575.120
2023_1123;CMO. ZARZUELA, LA;Blanca De Castilla - Valdemarin;Blanca De Castilla;03/02/2023;09/02/2023;40.464.813;-3.785.397
2023_1124;CMO. ZARZUELA, LA;Blanca De Castilla - Valdemarin;Valdemarin;03/02/2023;09/02/2023;40.464.885;-3.785.347
2023_5; C. ACONCAGUA;Arequipa-Avenida de Manuel Azana;Arequipa;26/09/2023;02/10/2023;40.468.640;-3.630.300
2023_6; C. ACONCAGUA;Arequipa-Avenida de Manuel Azana;Avenida de Manuel Azana;26/09/2023;02/10/2023;40.468.610;-3.630.330
2023_11;Pso.ALAMEDA DE OSUNA;Jardines Aranjuez-Rambla;Rambla;12/09/2023;18/09/2023;40.455.311;-3.595.384
2023_12;Pso. ALAMEDA DE OSUNA;Jardines de Aranjuez-Rambla;Jardines de Aranjuez;12/09/2023;18/09/2023;40.455.311;-3.595.384
2023_36; C. ALCALA;Cardenal Belluga-Julio Camba;Julio Camba;30/05/2023;05/06/2023;40.429.970;-3.664.230
2023_47; Av DE ALEJANDRO DE LA SOTA;Valdefuentes-M11;M11;26/09/2023;02/10/2023;40.474.520;-3.617.830
2023_55; Av. ALFONSO XIII;Carlos Pereyra-Avenida Ramon y Cajal;Carlos Pereyra;30/03/2023;05/04/2023;40.451.800;-3.667.700
2023_56; Av. ALFONSO XIII;Carlos Pereyra-Avenida Ramon y Cajal;Avenida Ramon y Cajal;30/03/2023;05/04/2023;40.451.680;-3.667.590
2023_57; Av. ALFONSO XIII;Plaza Jose Maria Soler-Santa Maria Magdalena;Plaza Jose Maria Soler;08/03/2023;14/03/2023;40.459.510;-3.668.730
2023_58; Av. ALFONSO XIII;Plaza Jose Maria Soler-Santa Maria Magdalena;Santa Maria Magdalena;08/03/2023;14/03/2023;40.459.670;-3.668.850
2023_117; Av. ARROYO DEL SANTO;Mar Caribe (Gt¦.)-Avenida Azaleas;Mar Caribe (Gt¦.);13/09/2023;19/09/2023;40.452.630;-3.622.010
2023_118; Av. ARROYO DEL SANTO;Mar Caribe (Gt¦.)-Avenida Azaleas;Las Azaleas;13/09/2023;19/09/2023;40.452.980;-3.622.100
2023_134; C. ARTURO SORIA;Aleixandre-Manuel Uribe;Manuel Uribe;21/09/2023;27/09/2023;40.463.460;-3.665.140
2023_135; C. ARTURO SORIA;Aleixandre-Manuel Uribe;Aleixandre;21/09/2023;27/09/2023;40.463.460;-3.665.140
2023_138; C. ARTURO SORIA;Lopez de Hoyos-Navarro Amandi;Navarro Amandi;20/09/2023;26/09/2023;40.459.750;-3.660.530
2023_139; C. ARTURO SORIA;Lopez de Hoyos-Navarro Amandi;Lopez de Hoyos;20/09/2023;26/09/2023;40.459.750;-3.660.530
2023_154;#¿NOMBRE?;Purchena-Vélez Blanco;Vélez Blanco;29/09/2023;05/10/2023;40.477.470;-3.663.680
2023_155;#¿NOMBRE?;Purchena-Vélez Blanco;Purchena;29/09/2023;05/10/2023;40.477.470;-3.663.680
2023_167; C. BEATRIZ DE BOBADILLA;Pedro Justo Dorado Dellmans-Paseo Juan XXIII;Paseo Juan XXIII;21/03/2023;27/03/2023;40.448.410;-3.715.410
2023_176; Av. BETANZOS;Melchor Fernandez Almagro-La Baneza;La Baneza;09/02/2023;15/02/2023;40.476.090;-3.711.590
2023_177; Av. BETANZOS;Melchor Fernandez Almagro-La Baneza;Melchor Fernandez Almagro;09/02/2023;15/02/2023;40.476.090;-3.711.590
2023_183; C. BOJ;Avenida de los Andes-Avenida de los Arces;Avenida de los Arces;13/09/2023;19/09/2023;40.455.910;-3.618.170
2023_190; C. BRAVO MURILLO;Alvarado-Juan Pantoja;Juan Pantoja;22/03/2023;28/03/2023;40.450.150;-3.703.570
2023_191; C. BRAVO MURILLO;Alvarado-Juan Pantoja;Alvarado;22/03/2023;28/03/2023;40.450.170;-3.703.630
2023_192; C. BRAVO MURILLO;Anastasio Herrero-San Enrique;San Enrique;10/03/2023;16/03/2023;40.456.680;-3.702.080
2023_193; C. BRAVO MURILLO;Anastasio Herrero-San Enrique;Anastasio Herrero;10/03/2023;16/03/2023;40.456.620;-3.702.150
2023_204; Av. CAMILO JOSE CELA;C MARQUES DE AHUMADA-C FRANCISCO REMIRO;C MARQUES DE AHUMADA;05/04/2023;11/04/2023;40.437.250;-3.667.500
2023_205; Av. CAMILO JOSE CELA;C MARQUES DE AHUMADA-C FRANCISCO REMIRO;C FRANCISCO REMIRO;05/04/2023;11/04/2023;40.437.250;-3.667.500
